date,type,source,author,region,district,location1,location2,type,label,description,text
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,transport,cargo needs to be palletised/crated,"""Incoming international cargo needs to be palletised or crated to facilitate faster processing at the airport and transport."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,ensure quality of tarpaulins,"""Key is to ensure that quality specifications are met for tarpaulins and minimize tents as they are heavy to distribute especially in the mountainous areas."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,minimize tents because of weight,"""Key is to ensure that quality specifications are met for tarpaulins and minimize tents as they are heavy to distribute especially in the mountainous areas."""
42128,conventional,NA,UN/Sitrep10,central,nuwakot,NA,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,NA,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,manthali,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,manthali,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,NA,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
42128,conventional,NA,UN/Sitrep10,central,rasuwa,dhunche,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,observation,damage,main building of District Development Committee damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,chautara,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,melamchi,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,chautara,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,melamchi,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,observation,population behavior,truck carrying food supplies stopped on 3 May,"""On 3 May, it has been reported that a truck carrying food supplies was stopped by locals in the Sindhupalchowk district."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,chautara,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
42120,conventional,NA,UN/Sitrep2,western,gorkha,NA,NA,observation,medical,severe damage but unclear if hospitals operational,"""In Gorkha, damage is very severe though unclear whether hospitals are operational."""
42120,conventional,NA,UN/Sitrep2,western,gorkha,NA,NA,observation,damage,in some ares 80% houses destroyed,"""Four teams being sent to Gorkha where it is estimated that in some areas, 80% of houses are gone."""
42120,conventional,NA,UN/Sitrep2,central,kathmandu,NA,NA,need,medical,need for medical supplies,"""There is a need to replenish medical stocks to support health response efforts."""
42120,conventional,NA,UN/Sitrep2,central,kathmandu,NA,NA,observation,transport,"main roads overall accessible, limited for side roads","""Status of the main feeder roads outside of Kathmandu Valley are, overall, accessible. Access on side roads is damaged and limited."""
42120,conventional,NA,UN/Sitrep2,central,kathmandu,NA,NA,observation,medical,main hospitals functioning but overloaded,"""The main hospitals in KTM are still standing, and functioning, although overloaded"""
42120,conventional,NA,UN/Sitrep2,central,kathmandu,NA,NA,observation,medical,diarrhea,"""Post earthquake diseases are a concern - diarrhea is already an issue in Kathmandu Valley."""
42120,conventional,NA,UN/Sitrep2,central,kathmandu,NA,NA,observation,casualties,600 deaths in 3 hospitals,"""As of 7 am today there were 600 dead bodies in 3 hospitals in KTM."""
42120,conventional,NA,UN/Sitrep2,central,kavrepalanchok,dhulikhel,dhulikhel hospital,observation,medical,500 injured brought in; half still there,"""500 injured were brought to Dhulikhel hospital alone, of which 50% are still there."""
42120,conventional,government,UN/Sitrep2,NA,NA,NA,NA,observation,casualties,1900+ deaths and 5000+ injuries; increase expected,"""Government reporting over 1900 deaths and over 5000 injuries; this is expected to increase."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,observation,casualties,no confirmed figures on total affected population,"""No confirmed figures yet on affected populations in the affected areas."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,observation,population behavior,people stayed outside for the night,"""Majority of population remained outside houses for the first night"""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,observation,general assessment,aftershocks,"""heavy aftershocks continued through the night"""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,need,medical,many head and spinal injuries requiring airlifting,"""Immediate priorities are managing dead bodies and injured (many head and spinal injuries requiring airlifting)."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,need,medical,beds,"""There are not enough beds, many injured are treated on the ground."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,observation,medical,transportation/logistics difficult,"""International and local Health teams are being mobilized, however transportation and logistics is an issue."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,need,medical,"medical teams needed: surgeons, orthopedics, paramedics","""There is a need for surgeons, orthopedics, and paramedics, as well as logistics support."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,need,medical,logistics support,"""There is a need for surgeons, orthopedics, and paramedics, as well as logistics support."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,need,medical,field hospital tents,"""Field hopsital Tents are badly needed."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,need,medical,blankets,"""Blankets are also needed."""
42120,conventional,NA,UN/Sitrep2,NA,NA,NA,NA,need,medical,coordination,"""Many partners are offering tents but the requests need to be coordinated."""
42120,conventional,NA,UN/Sitrep2,central,nuwakot,NA,NA,observation,medical,some damage to hospitals,"""whereas some damage reported to hospitals in Ramechap, Nuwakot, Sindhupalchowk"""
42120,conventional,NA,UN/Sitrep2,central,ramechhap,NA,NA,observation,medical,some damage to hospitals,"""whereas some damage reported to hospitals in Ramechap, Nuwakot, Sindhupalchowk"""
42120,conventional,NA,UN/Sitrep2,central,sindhupalchok,NA,NA,observation,medical,some damage to hospitals,"""whereas some damage reported to hospitals in Ramechap, Nuwakot, Sindhupalchowk"""
42120,conventional,NA,UN/Sitrep3,central,bhaktapur,NA,NA,observation,general assessment,added to list of most affected districts,"""The most affected districts are Dhading, Gorkha, Rasuwa, Sindhupalchowk, Kavre, Nuwakot, Dolakha, Kathmandu, Lalitpur, Bhaktapur and Ramecchap."""
42120,conventional,NA,UN/Sitrep3,central,dhading,NA,NA,observation,general assessment,added to list of most affected districts,"""The most affected districts are Dhading, Gorkha, Rasuwa, Sindhupalchowk, Kavre, Nuwakot, Dolakha, Kathmandu, Lalitpur, Bhaktapur and Ramecchap."""
42120,conventional,NA,UN/Sitrep3,central,kathmandu,NA,NA,need,search&rescue,s&r for clearing up larger buildings,"""On 26 April, the Government requested international assistance, including Search and Rescue capacity, particularly for the Kathmandu Valley where larger buildings have collapsed"""
42120,conventional,NA,UN/Sitrep3,central,kathmandu,NA,NA,observation,medical,diseases because of exposure to elements,"""Post earthquake diseases are a concern - diarrhea is already an issue in Kathmandu Valley due to exposure to elements."""
42120,conventional,NA,UN/Sitrep3,central,kathmandu,NA,teku hospital,need,medical,fuel for generators of vaccine store,"""The LMD engineers have indicated they require 2000 litres of fuel for every 3.5 days of running time (33.3 litres per hour), and therefore need immediate assistance to ensure they can temperature-related damage to the vaccine."""
42120,conventional,NA,UN/Sitrep3,central,lalitpur,NA,NA,observation,general assessment,added to list of most affected districts,"""The most affected districts are Dhading, Gorkha, Rasuwa, Sindhupalchowk, Kavre, Nuwakot, Dolakha, Kathmandu, Lalitpur, Bhaktapur and Ramecchap."""
42120,conventional,government,UN/Sitrep3,NA,NA,NA,NA,observation,casualties,2288 deaths and 5850 casualties,"""According to the Government, the earthquake caused 2,288 deaths. Over 5,500 people are injured."""
