date,source,author,region,district,location1,location2,type,label,description,text
13-May,NA,UN/Sitrep14,NA,NA,NA,NA,observation,nutrition,less than 9% of agricultural inputs are being met,"""Less than 9 per cent of the needs of agricultural inputs are currently being met."""
13-May,NA,UN/Sitrep14,NA,NA,NA,NA,need,medical,transit shelters for post rehab care,"""Transit shelters for post rehab care are required."""
13-May,NA,UN/Sitrep14,NA,NA,NA,NA,observation,medical,difficulty distributing medicine into peripheral areas,"""Distribution of the medicines and supplies from district headquarters to the peripheral areas remains a challenge."""
13-May,NA,UN/Sitrep14,NA,NA,NA,NA,observation,general assessment,disparities in relief distribution due to caste/religion,"""Disparities in relief distributions due to caste and religion continue to be reported."""
13-May,NA,UN/Sitrep14,NA,NA,NA,NA,need,shelter,better handling/distribution of tarpaulins that are received,"""Currently there are an estimated 500,000 tarpaulins en route to Nepal. Pipeline analysis of tarps is now more critical due to the expected increase in caseload resulting from the recent earthquake."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,need,shelter,shelter materials,"""Shelter, drinking water and resumption of livelihood activities has been reported as the priority needs."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,need,sanitation,drinking water,"""Shelter, drinking water and resumption of livelihood activities has been reported as the priority needs."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,need,population behavior,resumption of livelihood activities,"""Shelter, drinking water and resumption of livelihood activities has been reported as the priority needs."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,observation,damage,25 VDC offices damaged,"""25 VDC offices have been reported damaged in the affected district."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,observation,damage,people rebuilding are at risk because of aftershocks,"""Local people started working on debris management are at risk due to ongoing aftershocks."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,observation,children,"24,974 classrooms destroyed and 9,986 partially damaged","""Close to 24,974 classrooms have been destroyed and 9,986 classrooms partially damaged."""
13-May,NA,UN/Sitrep15,NA,NA,NA,NA,observation,medical,945 health facilities (mostly village health posts) are partially/totally damaged,"""As of 13 May, 945 health facilities, mostly village health posts, are partially or totally damaged."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,need,medical,management of injury and trauma after 12 may quake,"""Management of inury and trauma arising from the 12 May earthquake."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,observation,transport,road transport from Calcutta can take 7-10 days,"""Incoming road cargo movements from India can take 7 to 10 days from Calcutta due to multiple checkpoints before the border with Nepal."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,observation,medical,psychosocial support in the local language,"""Psychosocial support in the local language is required for women and children."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,observation,sanitation,"water resources of 660,000 to 1.3 million people affected","""The cluster estimates that water resources of 660,000 to 1.3 million people were affected and that beteween 850,000 to 1.7 million need sanitation support."""
15-May,NA,UN/Sitrep15,NA,NA,NA,NA,need,sanitation,"850,000 to 1.7 million need sanitation support","""The cluster estimates that water resources of 660,000 to 1.3 million people were affected and that beteween 850,000 to 1.7 million need sanitation support."""
18-May,government,UN/Sitrep16,NA,NA,NA,NA,observation,damage,"488,789 houses destroyed","""As of 18 May, the Ministry of Home Affairs confirmed a total of 488,789 houses destroyed and 267,477 damaged."""
18-May,government,UN/Sitrep16,NA,NA,NA,NA,observation,damage,"267,477 houses damaged","""As of 18 May, the Ministry of Home Affairs confirmed a total of 488,789 houses destroyed and 267,477 damaged."""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,observation,casualties,"8,604 died: 4,726 female, 3,834 male, 44 unidentified","""The death toll has increased to 8,604 people (4,726 female; 3834 male; 44 bodies remain unidentified."""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,observation,casualties,"16,808 injured","""The total number of injured now stands at 16,808."""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,need,shelter,need to communicate minimum demands for shelter,"""There is a need to ensure that minimum standards for shelter, developed by the Shelter Cluster, are communicated effectively to all partners providing shelter assistance."""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,need,shelter,funding for site planners/engineers,"""Funding for additional cluster capacity (site planners/engineers) and relevant partnerships are urgently needed."""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,observation,children,256 neonatal care facilities damaged,"""In the 14 districts, out of the 351 health facilities providing emergency Obstetric Maternal and Neonatal Care services before the earthquake, 112 have been seriously damaged and 144 are partially damaged."""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,observation,medical,72 Foreign Medical Teams left; only 66 remain,"""With the departure of 72 Foreign Medical Teams and only 66 left in-country, there is a potential gap in human resource capacity to manage temporary health facilities."""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,need,medical,tents for curative and maternity services,"""Insufficient tents for curative and maternity services for health facilities in all affected districts."""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,need,sanitation,"683,198 people to receive emergency water interventions","""The cluster is targeting 683,198 people to receive emergency water interventions, 59,250 people to receive sustained water interventions, 95,983 people to be provided with sanitation facilities and 526,398 people to be supplied with hygene interventions including hygiene kits"""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,need,sanitation,"59,250 people to receive sustained water interventions","""The cluster is targeting 683,198 people to receive emergency water interventions, 59,250 people to receive sustained water interventions, 95,983 people to be provided with sanitation facilities and 526,398 people to be supplied with hygene interventions including hygiene kits"""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,need,sanitation,"95,983 people to be provided with sanitation facilities","""The cluster is targeting 683,198 people to receive emergency water interventions, 59,250 people to receive sustained water interventions, 95,983 people to be provided with sanitation facilities and 526,398 people to be supplied with hygene interventions including hygiene kits"""
18-May,NA,UN/Sitrep16,NA,NA,NA,NA,need,sanitation,"526,398 people to be supplied with hygene interventions including hygiene kits","""The cluster is targeting 683,198 people to receive emergency water interventions, 59,250 people to receive sustained water interventions, 95,983 people to be provided with sanitation facilities and 526,398 people to be supplied with hygene interventions including hygiene kits"""
21-May,government,UN/Sitrep17,NA,NA,NA,NA,observation,damage,"494,717 houses destroyed","""As of 21 May, a total of 494,717 houses were reported destroyed and 267,373 houses damaged."""
21-May,NA,UN/Sitrep17,NA,NA,NA,NA,observation,damage,"267,373 houses damaged","""As of 21 May, a total of 494,717 houses were reported destroyed and 267,373 houses damaged."""
21-May,NA,UN/Sitrep17,NA,NA,NA,NA,observation,casualties,"8,631 deaths - 4,750 female; 3,876 male; 14 unidentified","""The confirmed death toll increased slightly compared with the last reporting period to 8,631 people"""
21-May,NA,UN/Sitrep17,NA,NA,NA,NA,observation,children,"870,000 children will be unable to return to their classrooms","""The Education Cluster reports an estimated 870,000 children aged 3 to 18 years of age will be unable to return to their classrooms when classes resume on 31 May."""
21-May,NA,UN/Sitrep17,NA,NA,NA,NA,observation,children,"28,570 classroom destroyed and 12,440 damaged","""About 28,570 classrooms were destroyed and 12,440 damaged in 31 districts."""
21-May,NA,UN/Sitrep17,NA,NA,NA,NA,need,nutrition,funding for agricultural inputs,"""There is inadequate funding to procure agricultural inputs."""
21-May,NA,UN/Sitrep17,NA,NA,NA,NA,observation,nutrition,seed markets stretched,"""Local seed stocks are becoming stretched, in particular for locally adapted rice seed and local packaging of vegetable seeds is taking longer than planned."""
21-May,government,UN/Sitrep17,NA,NA,NA,NA,observation,medical,456 health facilities destroyed and 690 damaged,"""As of 21 May, the Ministry of Health and Population reports 456 health facilities are destroyed and 690 are damaged."""
21-May,NA,UN/Sitrep17,NA,NA,NA,NA,need,nutrition,"362,000 children and 185,000 women need food supplements","""362 children (6-59 months old) and 185,000 women require micronutrients supplementation, deworming and infant and young child feeding counseling."""
21-May,NA,UN/Sitrep17,NA,NA,NA,NA,observation,sanitation,difficult to track needs for toilets,"""Capturing data on the self-recovery of households and communities as they share and/or repair their toilets is challenging. Though the data will be available, many efforts will remain unreported as the system is not set up to capture anything other than supply."""
25-May,government,UN/Sitrep18,NA,NA,NA,NA,observation,general assessment,"500,717 houses destroyed","""As of 25 May, the Government confirmed that 500,717 houses were destroyed and 269,190 partially damaged by the two earthquakes and aftershocks."""
25-May,government,UN/Sitrep18,NA,NA,NA,NA,observation,general assessment,"269,190 partially damaged","""As of 25 May, the Government confirmed that 500,717 houses were destroyed and 269,190 partially damaged by the two earthquakes and aftershocks."""
25-May,government,UN/Sitrep18,NA,NA,NA,NA,observation,general assessment,"8,669 casualties (4771 female; 3887 male; 1 unidentified)","""The total number of casualties now stand at 8,669 (4,771 female; 3,887 mle; 1 body remain unidentified) and 384 people are still missing."""
25-May,government,UN/Sitrep18,NA,NA,NA,NA,observation,general assessment,384 people still missing,"""The total number of casualties now stand at 8,669 (4,771 female; 3,887 mle; 1 body remain unidentified) and 384 people are still missing."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,general assessment,"2,8 million people in need of humanitarian assistance - 860,000 in immediate need","""Based on Government data on destroyed and damaged houses, humanitarian partners estimate some 2.8 million people are in need of humanitarian assistance, out of which over 860,000 are in immediate need due to loss of shelter, limited road access and poverty."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,sanitation,installation of drainage systems,"""Shelter, installation of drainage systems and food are urgent needs of the displaced population assessed through the DTM."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,shelter,additional engineering capacity,"""Additional engineering capacity is required."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,observation,children,"32,145 classrooms destroyed and 15,352 damaged","""According to the Department of Education, a total of 32,145 classrooms were destroyed and 15,352 damaged in 42 districts."""
